Time,FPS 
4923,1000
4924,1000
4926,500
4927,1000
4928,1000
4929,1000
4930,1000
4932,500
4933,1000
4935,500
4936,1000
4937,1000
4938,1000
4940,500
4941,1000
4943,500
4945,500
4946,1000
4947,1000
4949,500
4950,1000
4951,1000
4952,1000
4954,500
4955,1000
4956,1000
4957,1000
4958,1000
4960,500
4961,1000
4962,1000
4963,1000
4964,1000
4965,1000
4966,1000
4967,1000
4968,1000
4969,1000
4969,0
4971,500
4972,1000
4973,1000
4974,1000
4975,1000
4976,1000
4978,500
4979,1000
4979,0
4980,1000
4981,1000
4982,1000
4983,1000
4984,1000
4984,0
4985,1000
4986,1000
4987,1000
4988,1000
4990,500
4991,1000
4992,1000
4993,1000
4994,1000
4995,1000
4996,1000
4997,1000
4998,1000
4999,1000
5000,1000
5001,1000
5001,0
5002,1000
5003,1000
5004,1000
5005,1000
5007,500
5008,1000
5009,1000
5010,1000
5011,1000
5012,1000
5012,0
5013,1000
5014,1000
5015,1000
5016,1000
5017,1000
5018,1000
5018,0
5019,1000
5020,1000
5021,1000
5022,1000
5023,1000
5024,1000
5025,1000
5026,1000
5027,1000
5028,1000
5029,1000
5030,1000
5031,1000
5031,0
5032,1000
5033,1000
5033,0
5034,1000
5035,1000
5036,1000
5036,0
5037,1000
5038,1000
5039,1000
5040,1000
5041,1000
5042,1000
5043,1000
5044,1000
5045,1000
5046,1000
5047,1000
5048,1000
5049,1000
5050,1000
5051,1000
5052,1000
5053,1000
5054,1000
5056,500
5057,1000
5058,1000
5059,1000
5060,1000
5061,1000
5062,1000
5063,1000
5064,1000
5065,1000
5066,1000
5067,1000
5068,1000
5069,1000
5069,0
5071,500
5072,1000
5073,1000
5073,0
5074,1000
5076,500
5078,500
5079,1000
5080,1000
5081,1000
5082,1000
5083,1000
5084,1000
5085,1000
5086,1000
5087,1000
5088,1000
5089,1000
5090,1000
5091,1000
5092,1000
5093,1000
5094,1000
5095,1000
5096,1000
5097,1000
5098,1000
5099,1000
5100,1000
5100,0
5101,1000
5102,1000
5103,1000
5103,0
5104,1000
5105,1000
5106,1000
5107,1000
5108,1000
5109,1000
5110,1000
5111,1000
5112,1000
5112,0
5113,1000
5114,1000
5115,1000
5116,1000
5117,1000
5118,1000
5119,1000
5119,0
5120,1000
5121,1000
5122,1000
5123,1000
5124,1000
5125,1000
5126,1000
5127,1000
5128,1000
5129,1000
5130,1000
5131,1000
5131,0
5132,1000
5133,1000
5134,1000
5135,1000
5136,1000
5137,1000
5138,1000
5139,1000
5140,1000
5141,1000
5142,1000
5143,1000
5144,1000
5145,1000
5146,1000
5147,1000
5148,1000
5149,1000
5150,1000
5151,1000
5151,0
5152,1000
5153,1000
5154,1000
5155,1000
5156,1000
5157,1000
5158,1000
5160,500
5161,1000
5162,1000
5163,1000
5164,1000
5165,1000
5165,0
5166,1000
5167,1000
5168,1000
5169,1000
5170,1000
5170,0
5172,500
5173,1000
5174,1000
5175,1000
5176,1000
5177,1000
5178,1000
5179,1000
5180,1000
5181,1000
5182,1000
5183,1000
5184,1000
5185,1000
5186,1000
5186,0
5187,1000
5188,1000
5190,500
5191,1000
5192,1000
5193,1000
5194,1000
5195,1000
5196,1000
5197,1000
5198,1000
5199,1000
5199,0
5200,1000
5201,1000
5202,1000
5202,0
5203,1000
5204,1000
5205,1000
5206,1000
5207,1000
5208,1000
5209,1000
5210,1000
5211,1000
5212,1000
5213,1000
5213,0
5214,1000
5215,1000
5216,1000
5217,1000
5217,0
5218,1000
5219,1000
5220,1000
5221,1000
5222,1000
5223,1000
5224,1000
5225,1000
5226,1000
5227,1000
5228,1000
5229,1000
5230,1000
5231,1000
5231,0
5232,1000
5233,1000
5234,1000
5235,1000
5236,1000
5236,0
5237,1000
5238,1000
5239,1000
5240,1000
5241,1000
5243,500
5244,1000
5245,1000
5246,1000
5247,1000
5248,1000
5248,0
5249,1000
5250,1000
5251,1000
5251,0
5252,1000
5253,1000
5254,1000
5255,1000
5256,1000
5257,1000
5259,500
5260,1000
5261,1000
5262,1000
5262,0
5263,1000
5265,500
5265,0
5266,1000
5267,1000
5268,1000
5269,1000
5270,1000
5271,1000
5272,1000
5273,1000
5274,1000
5275,1000
5276,1000
5277,1000
5278,1000
5279,1000
5280,1000
5280,0
5281,1000
5282,1000
5283,1000
5284,1000
5284,0
5285,1000
5286,1000
5287,1000
5288,1000
5289,1000
5290,1000
5291,1000
5292,1000
5293,1000
5294,1000
5295,1000
5296,1000
5297,1000
5298,1000
5299,1000
5299,0
5300,1000
5301,1000
5302,1000
5303,1000
5304,1000
5305,1000
5306,1000
5307,1000
5308,1000
5309,1000
5310,1000
5311,1000
5312,1000
5313,1000
5314,1000
5315,1000
5315,0
5316,1000
5318,1000
5319,500
5319,0
5320,1000
5321,1000
5322,1000
5323,1000
5324,1000
5325,1000
5326,1000
5327,1000
5328,1000
5329,1000
5329,0
5330,1000
5331,1000
5332,1000
5333,1000
5334,1000
5334,0
5335,1000
5336,1000
5337,1000
5338,1000
5339,1000
5340,1000
5341,1000
5343,500
5344,1000
5345,1000
5346,1000
5346,0
5347,1000
5348,1000
5349,1000
5350,1000
5350,0
5351,1000
5352,1000
5353,1000
5353,0
5354,1000
5355,1000
5356,1000
5357,1000
5358,1000
5359,1000
5360,1000
5361,1000
5362,1000
5363,1000
5364,1000
5365,1000
5366,1000
5366,0
5367,1000
5368,1000
5369,1000
5369,0
5370,1000
5371,1000
5373,500
5374,1000
5374,0
5376,500
5377,1000
5378,1000
5379,1000
5380,1000
5381,1000
5381,0
5382,1000
5383,1000
5384,1000
5385,1000
5385,0
5386,1000
5387,1000
5388,1000
5389,1000
5390,1000
5391,1000
5392,1000
5393,1000
5394,1000
5395,1000
5396,1000
5396,0
5397,1000
5398,1000
5399,1000
5399,0
5400,1000
5401,1000
5402,1000
5402,0
5403,1000
5404,1000
5405,1000
5406,1000
5407,1000
5409,500
5410,1000
5411,1000
5412,1000
5414,500
5415,1000
5415,0
5416,1000
5417,1000
5418,1000
5419,1000
5420,1000
5420,0
5421,1000
5422,1000
5423,1000
5424,1000
5425,1000
5426,1000
5427,1000
5428,1000
5429,1000
5430,1000
5431,1000
5432,1000
5433,1000
5434,1000
5434,0
5435,1000
5436,1000
5437,1000
5438,1000
5439,1000
5440,1000
5442,500
5443,1000
5444,1000
5445,1000
5446,1000
5447,1000
5448,1000
5449,1000
5449,0
5450,1000
5451,1000
5452,1000
5453,1000
5454,1000
5456,500
5457,1000
5458,1000
5459,1000
5460,1000
5461,1000
5462,1000
5463,1000
5464,1000
5465,1000
5465,0
5466,1000
5467,1000
5468,1000
5469,1000
5470,1000
5471,1000
5472,1000
5473,1000
5474,1000
5475,1000
5476,1000
5478,500
5479,1000
5480,1000
5481,1000
5482,1000
5483,1000
5484,1000
5485,1000
5485,0
5486,1000
5487,1000
5488,1000
5489,1000
5491,500
5492,1000
5493,1000
5495,500
5496,1000
5497,1000
5497,0
5498,1000
5499,1000
5500,1000
5501,1000
5502,1000
5503,1000
5504,1000
5505,1000
5506,1000
5507,1000
5507,0
5508,1000
5509,1000
5511,500
5512,1000
5513,1000
5513,0
5514,1000
5515,1000
5516,1000
5517,1000
5518,1000
5519,1000
5519,0
5520,1000
5522,500
5523,1000
5524,1000
5525,1000
5526,1000
5527,1000
5528,1000
5529,1000
5530,1000
5531,1000
5531,0
5532,1000
5533,1000
5534,1000
5535,1000
5536,1000
5536,0
5537,1000
5538,1000
5540,500
5540,0
5541,1000
5542,1000
5544,500
5545,1000
5545,0
5546,1000
5547,1000
5548,1000
5549,1000
5550,1000
5550,0
5551,1000
5552,1000
5553,1000
5554,1000
5555,1000
5556,1000
5557,1000
5557,0
5558,1000
5559,1000
5560,1000
5562,500
5563,1000
5564,1000
5565,1000
5566,1000
5567,1000
5568,1000
5569,1000
5569,0
5570,1000
5572,500
5573,1000
5574,1000
5575,1000
5575,0
5577,500
5578,1000
5579,1000
5580,1000
5581,1000
5582,1000
5583,1000
5584,1000
5584,0
5585,1000
5586,1000
5587,1000
5588,1000
5589,1000
5590,1000
5591,1000
5592,1000
5593,1000
5594,1000
5595,1000
5596,1000
5597,1000
5599,500
5599,0
5601,500
5602,1000
5603,1000
5604,1000
5605,1000
5606,1000
5608,500
5609,1000
5610,1000
5612,500
5612,0
5613,1000
5614,1000
5615,1000
5616,1000
5617,1000
5618,1000
5619,1000
5619,0
5620,1000
5621,1000
5622,1000
5623,1000
5625,500
5626,1000
5627,1000
5629,500
5630,1000
5631,1000
5632,1000
5633,1000
5634,1000
5635,1000
5636,1000
5637,1000
5638,1000
5640,500
5641,1000
5642,1000
5644,500
5645,1000
5646,1000
5647,1000
5648,1000
5649,1000
5651,500
5652,1000
5653,1000
5654,1000
5655,1000
5656,1000
5657,1000
5658,1000
5659,1000
5661,500
5662,1000
5663,1000
5664,1000
5665,1000
5666,1000
5667,1000
5668,1000
5669,1000
5670,1000
5671,1000
5672,1000
5672,0
5673,1000
5674,1000
5675,1000
5676,1000
5678,500
5679,1000
5680,1000
5681,1000
5682,1000
5683,1000
5684,1000
5685,1000
5686,1000
5687,1000
5689,500
5691,500
5692,1000
5694,500
5695,1000
5696,1000
5697,1000
5698,1000
5699,1000
5700,0
5700,1000
5701,1000
5702,1000
5703,1000
5704,1000
5704,0
5705,1000
5706,1000
5707,1000
5708,1000
5710,500
5711,1000
5711,0
5712,1000
5713,1000
5714,1000
5715,1000
5715,0
5716,1000
5717,1000
5718,1000
5719,1000
5720,1000
5720,0
5721,1000
5722,1000
5723,1000
5724,1000
5725,1000
5726,1000
5727,1000
5728,1000
5729,1000
5730,1000
5731,1000
5732,1000
5732,0
5733,1000
5734,1000
5735,1000
5735,0
5736,1000
5737,1000
5737,0
5738,1000
5740,500
5741,1000
5742,1000
5743,1000
5744,1000
5745,1000
5746,1000
5747,1000
5748,1000
5749,1000
5750,1000
5751,1000
5751,0
5752,1000
5753,1000
5754,1000
5755,1000
5756,1000
5757,1000
5758,1000
5759,1000
5760,1000
5761,1000
5762,1000
5763,1000
5764,1000
5765,1000
5766,1000
5766,0
5767,1000
5768,1000
5769,1000
5770,1000
5771,1000
5772,1000
5774,500
5775,1000
5776,1000
5777,1000
5778,1000
5779,1000
5780,1000
5781,1000
5781,0
5782,1000
5783,1000
5784,1000
5784,0
5785,1000
5786,1000
5787,1000
5787,0
5788,1000
5789,1000
5790,1000
5791,1000
5792,1000
5793,1000
5794,1000
5795,1000
5796,1000
5797,1000
5798,1000
5799,1000
5800,1000
5801,1000
5802,1000
5803,1000
5803,0
5805,500
5806,1000
5807,1000
5808,1000
5809,1000
5810,1000
5811,1000
5812,1000
5813,1000
5814,1000
5815,1000
5815,0
5816,1000
5818,500
5818,0
5819,1000
5820,1000
5821,1000
5822,1000
5823,1000
5824,1000
5825,1000
5826,1000
5828,500
5829,1000
5830,1000
5831,1000
5832,1000
5832,0
5833,1000
5834,1000
5835,1000
5836,1000
5837,1000
5838,1000
5839,1000
5840,1000
5840,0
5841,1000
5843,500
5843,0
5844,1000
5845,1000
5846,1000
5847,1000
5848,1000
5849,1000
5849,0
5850,1000
5851,1000
5852,1000
5853,1000
5854,1000
5854,0
5855,1000
5856,1000
5857,1000
5858,1000
5859,1000
5860,1000
5861,1000
5862,1000
5863,1000
5864,1000
5865,1000
5866,1000
5866,0
5867,1000
5868,1000
5869,1000
5869,0
5870,1000
5871,1000
5872,1000
5873,1000
5874,1000
5875,1000
5876,1000
5877,1000
5878,1000
5879,1000
5880,1000
5881,1000
5882,1000
5882,0
5883,1000
5884,1000
5885,1000
5885,0
5886,1000
5887,1000
5888,1000
5889,1000
5890,1000
5891,1000
5892,1000
5893,1000
5894,1000
5895,1000
5896,1000
5897,1000
5898,1000
5899,1000
5900,1000
5900,0
5901,1000
5902,1000
5903,1000
5904,1000
5904,0
5905,1000
5906,1000
5907,1000
5908,1000
5909,1000
5910,1000
5912,500
5913,1000
5914,1000
5915,1000
5916,1000
5916,0
5917,1000
5918,1000
5919,1000
5920,1000
5921,1000
5922,1000
5923,1000
5924,1000
5925,1000
5926,1000
5928,500
5929,1000
5930,1000
5931,1000
5932,1000
5933,1000
5934,1000
5935,1000
5936,1000
5937,1000
5938,1000
5939,1000
5940,1000
5941,1000
5942,1000
5943,1000
5945,500
5946,1000
5946,0
5947,1000
5948,1000
5949,1000
5950,1000
5951,1000
5952,1000
5952,0
5953,1000
5954,1000
5955,1000
5956,1000
5957,1000
5958,1000
5960,500
5961,1000
5962,1000
5963,1000
5964,1000
5965,1000
5966,1000
5967,1000
5967,0
5968,1000
5969,1000
5970,1000
5971,1000
5972,1000
5973,1000
5974,1000
5974,0
5975,1000
5976,1000
5977,1000
5978,1000
5979,1000
5980,1000
5981,1000
5982,1000
5983,1000
5983,0
5984,1000
5985,1000
5986,1000
5986,0
5987,1000
5988,1000
5989,1000
5990,1000
5991,1000
5992,1000
5993,1000
5994,1000
5995,1000
5996,1000
5997,1000
5998,1000
5998,0
5999,1000
6000,1000
6001,1000
6002,1000
6002,0
6003,1000
6004,1000
6005,1000
6006,1000
6007,1000
6009,500
6011,500
6012,1000
6013,1000
6013,0
6014,1000
6015,1000
6016,1000
6017,1000
6018,1000
6018,0
6019,1000
6020,1000
6021,1000
6022,1000
6023,1000
6024,1000
6024,0
6025,1000
6027,500
6028,1000
6029,1000
6030,1000
6030,0
6031,1000
6032,1000
6033,1000
6034,1000
6035,1000
6036,1000
6036,0
6037,1000
6039,500
6040,1000
6041,1000
6042,1000
6043,1000
6044,1000
6046,500
6047,1000
6048,1000
6049,1000
6050,1000
6051,1000
6052,1000
6053,1000
6054,1000
6055,1000
6057,500
6058,1000
6059,1000
6060,1000
6062,500
6063,1000
6063,0
6064,1000
6065,1000
6066,1000
6067,1000
6068,1000
6068,0
6069,1000
6070,1000
6071,1000
6072,1000
6073,1000
6074,1000
6075,1000
6076,1000
6077,1000
6078,1000
6079,1000
6080,1000
6080,0
6081,1000
6082,1000
6083,1000
6084,1000
6085,1000
6085,0
6086,1000
6087,1000
6088,1000
6089,1000
6091,500
6092,1000
6093,1000
6094,1000
6095,1000
6096,1000
6097,1000
6098,1000
6099,1000
6100,1000
6101,1000
6102,1000
6103,1000
6104,1000
6105,1000
6106,1000
6107,1000
6108,1000
6109,1000
6110,1000
6111,1000
6112,1000
6113,1000
6114,1000
6115,1000
6116,1000
6117,1000
6118,1000
6118,0
6119,1000
6120,1000
6121,1000
6122,1000
6123,1000
6124,1000
6124,0
6125,1000
6127,500
6128,1000
6129,1000
6130,1000
6131,1000
6132,1000
6133,1000
6134,1000
6135,1000
6136,1000
6137,1000
6138,1000
6139,1000
6140,1000
6141,1000
6142,1000
6144,500
6145,1000
6146,1000
6146,0
6147,1000
6148,1000
6149,1000
6150,1000
6150,0
6151,1000
6152,1000
6153,1000
6154,1000
6155,1000
6156,1000
6157,1000
6157,0
6158,1000
6159,1000
6161,500
6162,1000
6163,1000
6163,0
6164,1000
6165,1000
6166,1000
6167,1000
6168,1000
6168,0
6169,1000
6170,1000
6171,1000
6172,1000
6173,1000
6174,1000
6175,1000
6176,1000
6178,500
6179,1000
6180,1000
6180,0
6181,1000
6183,500
6184,1000
6185,1000
6186,1000
6187,1000
6188,1000
6189,1000
6191,500
6192,1000
6193,1000
6195,500
6196,1000
6197,1000
6198,1000
6199,1000
6200,1000
6201,1000
6201,0
6202,1000
6203,1000
6204,1000
6205,1000
6206,1000
6207,1000
6208,1000
6209,1000
6210,1000
6211,1000
6212,1000
6213,1000
6213,0
6214,1000
6215,1000
6216,1000
6217,1000
6218,1000
6219,1000
6220,0
6220,1000
6221,1000
6222,1000
6223,1000
6224,1000
6225,1000
6226,1000
6228,500
6229,1000
6230,1000
6231,1000
6231,0
6232,1000
6233,1000
6234,1000
6234,0
6235,1000
6236,1000
6237,1000
6237,0
6238,1000
6240,500
6241,1000
6242,1000
6243,1000
6244,1000
6245,1000
6246,1000
6247,1000
6248,1000
6249,1000
6250,1000
6250,0
6251,1000
6252,1000
6253,1000
6254,1000
6255,1000
6256,1000
6257,1000
6258,1000
6259,1000
6260,1000
6261,1000
6262,1000
6263,1000
6264,1000
6265,1000
6266,1000
6267,1000
6267,0
6268,1000
6269,1000
6270,1000
6271,1000
6271,0
6272,1000
6273,1000
6274,1000
6275,1000
6276,1000
6277,1000
6278,1000
6279,1000
6280,1000
6281,1000
6282,1000
6283,1000
6284,1000
6284,0
6285,1000
6286,1000
6287,1000
6288,1000
6289,1000
6290,1000
6291,1000
6292,1000
6293,1000
6294,1000
6295,1000
6296,1000
6297,1000
6298,1000
6299,1000
6300,1000
6300,0
6301,1000
6302,1000
6302,0
6303,1000
6304,1000
6305,1000
6306,1000
6307,1000
6308,1000
6308,0
6310,500
6311,1000
6312,1000
6313,1000
6313,0
6314,1000
6315,1000
6316,1000
6317,1000
6318,1000
6319,1000
6319,0
6320,1000
6321,1000
6322,1000
6323,1000
6324,1000
6325,1000
6326,1000
6327,1000
6328,1000
6329,1000
6330,1000
6331,1000
6332,1000
6333,1000
6333,0
6334,1000
6335,1000
6336,1000
6337,1000
6338,1000
6339,1000
6340,1000
6341,1000
6342,1000
6343,1000
6344,1000
6345,1000
6346,1000
6347,1000
6348,1000
6348,0
6349,1000
6350,1000
6351,1000
6352,1000
6353,1000
6354,1000
6355,1000
6356,1000
6357,1000
6358,1000
6359,0
6360,500
6361,1000
6362,1000
6363,1000
6364,1000
6365,1000
6366,1000
6367,1000
6368,1000
6369,1000
6369,0
6370,1000
6371,1000
6372,1000
6374,500
6375,1000
6376,1000
6377,1000
6378,1000
6379,1000
6380,1000
6381,1000
6381,0
6382,1000
6383,1000
6384,1000
6385,1000
6386,1000
6387,1000
6387,0
6388,1000
6389,1000
6390,1000
6392,500
6393,1000
6394,1000
6395,1000
6396,1000
6397,1000
6398,1000
6399,1000
6400,1000
6401,1000
6402,1000
6403,1000
6404,1000
6405,1000
6406,1000
6408,500
6409,1000
6410,1000
6411,1000
6412,1000
6413,1000
6414,1000
6415,1000
6416,1000
6417,1000
6418,1000
6419,1000
6420,1000
6421,1000
6422,1000
6423,1000
6424,1000
6425,1000
6425,0
6427,500
6428,1000
6430,500
6431,1000
6431,0
6432,1000
6434,500
6435,1000
6436,1000
6437,1000
6438,1000
6439,1000
6440,1000
6441,1000
6442,1000
6443,1000
6445,500
6446,1000
6447,1000
6448,1000
6448,0
6449,1000
6450,1000
6451,1000
6452,1000
6452,0
6453,1000
6454,1000
6455,1000
6457,500
6458,1000
6459,1000
6461,500
6462,1000
6463,1000
6464,1000
6464,0
6465,1000
6466,1000
6467,1000
6468,1000
6468,0
6469,1000
6470,1000
6471,1000
6472,1000
6473,1000
6474,1000
6475,1000
6476,1000
6477,1000
6478,1000
6479,1000
6480,1000
6481,1000
6481,0
6482,1000
6483,1000
6484,1000
6485,1000
6485,0
6486,1000
6487,1000
6488,1000
6489,1000
6490,1000
6491,1000
6492,1000
6493,1000
6494,1000
6495,1000
6496,1000
6497,1000
6498,1000
6499,1000
6500,1000
6501,1000
6502,1000
6503,1000
6504,1000
6505,1000
6506,1000
6508,500
6509,1000
6510,1000
6512,500
6513,1000
6514,1000
6515,1000
6516,1000
6516,0
6517,1000
6518,1000
6519,1000
6520,1000
6521,1000
6522,1000
6523,1000
6524,1000
6525,1000
6526,1000
6527,1000
6528,1000
6529,1000
6530,1000
6531,1000
6531,0
6532,1000
6533,1000
6534,1000
6535,1000
6536,1000
6537,1000
6537,0
6538,1000
6539,1000
6540,1000
6541,1000
6543,500
6544,1000
6545,1000
6546,1000
6547,1000
6548,1000
6548,0
6549,1000
6550,1000
6551,1000
6552,1000
6553,1000
6554,1000
6555,1000
6555,0
6557,500
6557,0
6559,500
6559,0
6560,1000
6562,500
6563,1000
6564,1000
6565,1000
6565,0
6566,1000
6567,1000
6568,1000
6568,0
6569,1000
6570,1000
6571,1000
6571,0
6573,500
6574,1000
6575,1000
6576,1000
6577,1000
6578,1000
6579,1000
6580,1000
6581,1000
6582,1000
6583,1000
6583,0
6584,1000
6585,1000
6586,1000
6587,1000
6588,1000
6589,1000
6590,1000
6591,1000
6591,0
6592,1000
6593,1000
6595,500
6596,1000
6597,1000
6598,1000
6599,1000
6600,1000
6601,1000
6602,1000
6603,1000
6604,1000
6605,1000
6607,500
6608,1000
6609,1000
6610,1000
6611,1000
6613,500
6614,1000
6614,0
6616,500
6617,1000
6617,0
6619,500
6619,0
6620,1000
6621,1000
6622,1000
6623,1000
6624,1000
6625,1000
6626,1000
6628,500
6629,1000
6630,1000
6630,0
6631,1000
6632,1000
6633,1000
6634,1000
6634,0
6635,1000
6636,1000
6637,1000
6638,1000
6638,0
6639,1000
6640,1000
6641,1000
6642,1000
6643,1000
6644,1000
6645,1000
6646,1000
6647,1000
6648,1000
6649,1000
6650,1000
6651,1000
6652,1000
6652,0
6653,1000
6654,1000
6655,1000
6656,1000
6658,500
6659,1000
6660,1000
6661,1000
6663,500
6664,1000
6664,0
6665,1000
6666,1000
6667,1000
6668,1000
6669,1000
6670,1000
6671,1000
6671,0
6672,1000
6673,1000
6674,1000
6675,1000
6676,1000
6677,1000
6678,1000
6679,1000
6680,1000
6681,1000
6681,0
6682,1000
6683,1000
6684,1000
6686,500
6687,1000
6688,1000
6689,1000
6691,500
6693,500
6695,500
6697,500
6698,1000
6699,1000
6701,500
6702,1000
6702,0
6703,1000
6704,1000
6705,1000
6706,1000
6707,1000
6708,1000
6709,1000
6710,1000
6712,500
6713,1000
6714,1000
6715,1000
6716,1000
6717,1000
6718,1000
6719,1000
6720,1000
6721,1000
6722,1000
6723,1000
6724,1000
6725,1000
6726,1000
6727,1000
6728,1000
6729,1000
6730,1000
6730,0
6731,1000
6732,1000
6733,1000
6733,0
6734,1000
6735,1000
6736,1000
6736,0
6737,1000
6738,1000
6739,1000
6740,1000
6741,1000
6742,1000
6743,1000
6745,500
6746,1000
6746,0
6747,1000
6748,1000
6749,1000
6750,1000
6751,1000
6752,1000
6753,1000
6754,1000
6755,1000
6756,1000
6757,1000
6758,1000
6759,1000
6760,1000
6761,1000
6763,500
6763,0
6765,500
6765,0
6766,1000
6767,1000
6768,1000
6769,1000
6769,0
6770,1000
6771,1000
6772,1000
6773,1000
6774,1000
6775,1000
6776,1000
6777,1000
6778,1000
6779,1000
6780,1000
6781,1000
6781,0
6782,1000
6783,1000
6784,1000
6785,1000
6786,1000
6787,1000
6787,0
6788,1000
6789,1000
6790,1000
6791,1000
6792,1000
6793,1000
6795,500
6796,1000
6797,1000
6798,1000
6799,1000
6800,1000
6801,1000
6802,1000
6803,1000
6804,1000
6805,1000
6805,0
6807,500
6808,1000
6810,500
6811,1000
6812,1000
6814,500
6815,1000
6816,1000
6816,0
6817,1000
6818,1000
6819,1000
6820,1000
6821,1000
6822,1000
6823,1000
6824,1000
6825,1000
6826,1000
6828,500
6829,1000
6830,1000
6831,1000
6832,1000
6832,0
6833,1000
6834,1000
6835,1000
6836,1000
6837,1000
6838,1000
6839,1000
6840,1000
6841,1000
6841,0
6842,1000
6843,1000
6844,1000
6845,1000
6846,1000
6847,1000
6848,1000
6849,1000
6849,0
6850,1000
6851,1000
6852,1000
6853,1000
6854,1000
6854,0
6855,1000
6857,500
6858,1000
6858,0
6859,1000
6860,1000
6861,1000
6862,1000
6863,1000
6864,1000
6865,1000
6865,0
6866,1000
6867,1000
6868,1000
6868,0
6869,1000
6870,1000
6871,1000
6872,1000
6872,0
6873,1000
6874,1000
6875,1000
6876,1000
6877,1000
6878,1000
6879,1000
6880,1000
6881,1000
6882,1000
6883,1000
6884,1000
6885,1000
6886,1000
6887,1000
6887,0
6888,1000
6890,500
6891,1000
6892,1000
6893,1000
6895,500
6896,1000
6897,1000
6898,1000
6899,1000
6900,1000
6901,1000
6902,1000
6903,1000
6904,1000
6905,1000
6906,1000
6907,1000
6908,1000
6909,1000
6909,0
6910,1000
6912,500
6913,1000
6914,1000
6914,0
6915,1000
6916,1000
6917,1000
6918,1000
6919,1000
6920,1000
6920,0
6921,1000
6922,1000
6923,1000
6924,1000
6925,1000
6926,1000
6927,1000
6928,1000
6929,1000
6930,1000
6931,1000
6932,1000
6933,1000
6935,500
6936,1000
6936,0
6937,1000
6938,1000
6940,500
6941,1000
6942,1000
6943,1000
6944,1000
6945,1000
6946,1000
6947,1000
6948,1000
6949,1000
6950,1000
6951,1000
6952,1000
6952,0
6953,1000
6954,1000
6954,0
6956,500
6957,1000
6958,1000
6959,1000
6960,1000
6961,1000
6962,1000
6963,1000
6964,1000
6965,1000
6966,1000
6967,1000
6968,1000
6969,1000
6970,1000
6971,1000
6972,1000
6973,1000
6974,1000
6975,1000
6976,1000
6977,1000
6978,1000
6979,1000
6979,0
6980,1000
6981,1000
6982,1000
6983,1000
6983,0
6984,1000
6985,1000
6986,1000
6987,1000
6988,1000
6989,1000
6990,1000
6992,500
6993,1000
6994,1000
6995,1000
6996,1000
6997,1000
6998,1000
6999,1000
6999,0
7000,1000
7001,1000
7002,1000
7002,0
7003,1000
7004,1000
7005,1000
7005,0
7007,500
7008,1000
7009,1000
7010,1000
7011,1000
7012,1000
7013,1000
7013,0
7014,1000
7015,1000
7016,1000
7017,1000
7018,1000
7019,1000
7019,0
7020,1000
7021,1000
7022,1000
7023,1000
7024,1000
7025,1000
7026,1000
7027,1000
7028,1000
7029,1000
7030,1000
7030,0
7031,1000
7032,1000
7033,1000
7034,1000
7035,1000
7035,0
7036,1000
7037,1000
7038,1000
7039,1000
7040,1000
7041,1000
7042,1000
7042,0
7043,1000
7044,1000
7045,1000
7046,1000
7046,0
7047,1000
7048,1000
7049,1000
7050,1000
7051,1000
7051,0
7052,1000
7053,1000
7054,1000
7055,1000
7056,1000
7057,1000
7058,1000
7060,500
7060,0
7061,1000
7062,1000
7063,1000
7064,1000
7065,1000
7065,0
7066,1000
7067,1000
7069,500
7070,1000
7071,1000
7071,0
7072,1000
7074,500
7075,1000
7076,1000
7076,0
7077,1000
7078,1000
7079,1000
7080,1000
7080,0
7081,1000
7082,1000
7083,1000
7084,1000
7085,1000
7086,1000
7087,1000
7088,1000
7089,1000
7090,1000
7091,1000
7092,1000
7093,1000
7094,1000
7095,1000
7095,0
7096,1000
7097,1000
7098,1000
7099,1000
7100,1000
7101,1000
7102,1000
7103,1000
7103,0
7104,1000
7105,1000
7107,500
7108,1000
7109,1000
7109,0
7110,1000
7111,1000
7112,1000
7113,1000
7114,1000
7115,1000
7116,1000
7117,1000
7117,0
7118,1000
7119,1000
7120,1000
7121,1000
7121,0
7122,1000
7123,1000
7124,1000
7125,1000
7126,1000
7127,1000
7128,1000
7129,1000
7130,1000
7131,1000
7131,0
7132,1000
7133,1000
7134,1000
7135,1000
7135,0
7136,1000
7137,1000
7138,1000
7138,0
7139,1000
7140,1000
7141,1000
7142,1000
7143,1000
7144,1000
7145,1000
7146,1000
7147,1000
7148,1000
7149,1000
7149,0
7150,1000
7151,1000
7152,1000
7153,1000
7154,1000
7155,1000
7156,1000
7157,1000
7158,1000
7160,500
7160,0
7161,1000
7162,1000
7163,1000
7164,1000
7164,0
7165,1000
7166,1000
7167,1000
7168,1000
7168,0
7169,1000
7170,1000
7171,1000
7171,0
7173,500
7174,1000
7174,0
7175,1000
7176,1000
7177,1000
7178,1000
7179,1000
7180,1000
7181,1000
7182,1000
7183,1000
7184,1000
7186,500
7187,1000
7188,1000
7189,1000
7191,500
7192,1000
7193,1000
7194,1000
7195,1000
7196,1000
7196,0
7197,1000
7198,1000
7199,1000
7200,1000
7201,1000
7202,1000
7202,0
7203,1000
7204,1000
7205,1000
7206,1000
7207,1000
7208,1000
7209,1000
7209,0
7210,1000
7211,1000
7212,1000
7213,1000
7213,0
7214,1000
7215,1000
7216,1000
7217,1000
7218,1000
7219,1000
7219,0
7220,1000
