Time,FPS 
10233,1000
10234,1000
10235,1000
10236,1000
10237,1000
10238,1000
10239,1000
10240,1000
10241,1000
10241,0
10242,1000
10243,1000
10244,1000
10245,1000
10246,1000
10247,1000
10248,1000
10249,1000
10250,1000
10250,0
10251,1000
10252,1000
10253,1000
10254,1000
10255,1000
10256,1000
10257,1000
10258,1000
10259,1000
10260,1000
10261,1000
10262,1000
10263,1000
10265,500
10266,1000
10267,1000
10268,1000
10269,1000
10270,1000
10271,1000
10272,1000
10273,1000
10274,1000
10275,1000
10276,1000
10277,1000
10278,1000
10279,1000
10281,500
10282,1000
10282,0
10283,1000
10284,1000
10285,1000
10286,1000
10287,1000
10288,1000
10289,1000
10290,1000
10290,0
10291,1000
10292,1000
10293,1000
10294,1000
10295,1000
10295,0
10296,1000
10297,1000
10298,1000
10299,1000
10299,0
10300,1000
10301,1000
10302,1000
10303,1000
10304,1000
10305,1000
10306,1000
10307,1000
10308,1000
10309,1000
10310,1000
10311,1000
10312,1000
10313,1000
10314,1000
10315,1000
10316,1000
10317,1000
10318,1000
10319,1000
10320,1000
10321,1000
10322,1000
10322,0
10323,1000
10324,1000
10325,1000
10326,1000
10327,1000
10328,1000
10329,1000
10330,1000
10331,1000
10332,1000
10333,1000
10334,1000
10335,1000
10336,1000
10337,1000
10338,1000
10339,1000
10340,1000
10341,1000
10342,1000
10343,1000
10344,1000
10345,1000
10346,1000
10347,1000
10348,1000
10349,1000
10350,1000
10351,1000
10352,1000
10353,1000
10354,1000
10354,0
10355,1000
10356,1000
10357,1000
10358,1000
10359,1000
10360,1000
10362,500
10363,1000
10363,0
10364,1000
10365,1000
10366,1000
10367,1000
10368,1000
10369,1000
10370,1000
10371,1000
10372,1000
10373,1000
10374,1000
10375,1000
10376,1000
10377,1000
10378,1000
10379,1000
10380,1000
10381,1000
10382,1000
10383,1000
10384,1000
10385,1000
10386,1000
10386,0
10387,1000
10388,1000
10389,1000
10390,1000
10391,1000
10392,1000
10393,1000
10394,1000
10395,1000
10396,1000
10397,1000
10398,1000
10399,1000
10400,1000
10401,1000
10402,1000
10403,1000
10404,1000
10405,1000
10406,1000
10406,0
10407,1000
10408,1000
10409,1000
10411,500
10412,1000
10413,1000
10414,1000
10415,1000
10416,1000
10417,1000
10418,1000
10419,1000
10420,1000
10421,1000
10422,1000
10423,1000
10424,1000
10425,1000
10426,1000
10428,500
10429,1000
10430,1000
10431,1000
10432,1000
10433,1000
10434,1000
10435,1000
10436,1000
10437,1000
10438,1000
10439,1000
10440,1000
10441,1000
10442,1000
10443,1000
10446,333.333
10447,1000
10448,1000
10449,1000
10450,1000
10450,0
10451,1000
10452,1000
10453,1000
10453,0
10454,1000
10455,1000
10456,1000
10457,1000
10457,0
10458,1000
10459,1000
10460,1000
10462,500
10463,1000
10464,1000
10465,1000
10466,1000
10466,0
10467,1000
10468,1000
10469,1000
10470,1000
10471,1000
10472,1000
10473,1000
10474,1000
10475,1000
10476,1000
10478,500
10479,1000
10480,1000
10481,1000
10481,0
10482,1000
10483,1000
10484,1000
10485,1000
10485,0
10486,1000
10487,1000
10488,1000
10489,1000
10490,1000
10491,1000
10492,1000
10493,1000
10494,1000
10495,1000
10496,1000
10497,1000
10498,1000
10499,1000
10500,1000
10501,1000
10502,1000
10503,1000
10504,1000
10505,1000
10506,1000
10506,0
10507,1000
10508,1000
10510,500
10511,1000
10512,1000
10513,1000
10514,1000
10514,0
10516,500
10516,0
10517,1000
10518,1000
10519,1000
10519,0
10520,1000
10521,1000
10522,1000
10523,1000
10524,1000
10524,0
10525,1000
10526,1000
10527,1000
10529,500
10530,1000
10531,1000
10532,1000
10533,1000
10534,1000
10535,1000
10536,1000
10537,1000
10538,1000
10539,1000
10540,1000
10541,1000
10541,0
10542,1000
10544,500
10544,0
10545,1000
10546,1000
10547,1000
10549,500
10550,1000
10551,1000
10552,1000
10553,1000
10555,500
10556,1000
10557,1000
10559,500
10560,1000
10561,1000
10563,500
10564,1000
10565,1000
10567,500
10568,1000
10570,500
10571,1000
10572,1000
10576,250
10579,333.333
10581,500
10582,1000
10583,1000
10584,1000
10585,1000
10586,1000
10587,1000
10588,1000
10589,1000
10590,1000
10591,1000
10592,1000
10593,1000
10594,1000
10597,333.333
10598,1000
10600,500
10601,1000
10602,1000
10602,0
10603,1000
10604,1000
10605,1000
10606,1000
10607,1000
10608,1000
10609,1000
10610,1000
10613,333.333
10614,1000
10615,1000
10616,1000
10617,1000
10618,1000
10619,1000
10620,1000
10621,1000
10622,1000
10623,1000
10624,1000
10625,1000
10626,1000
10627,1000
10629,500
10630,1000
10632,500
10633,1000
10634,1000
10635,1000
10636,1000
10637,1000
10638,1000
10639,1000
10640,1000
10640,0
10642,500
10643,1000
10644,1000
10647,333.333
10648,1000
10649,1000
10650,1000
10651,1000
10652,1000
10653,1000
10654,1000
10655,1000
10656,1000
10657,1000
10659,500
10660,1000
10664,250
10665,1000
10666,1000
10667,1000
10668,1000
10669,1000
10670,1000
10671,1000
10672,1000
10673,1000
10674,1000
10675,1000
10676,1000
10677,1000
10680,333.333
10681,1000
10682,1000
10683,1000
10684,1000
10685,1000
10686,1000
10687,1000
10688,1000
10689,1000
10690,1000
10691,1000
10692,1000
10693,1000
10694,1000
10696,500
10697,1000
10698,1000
10699,1000
10700,1000
10701,1000
10703,500
10704,1000
10706,500
10708,500
10710,500
10711,1000
10714,333.333
10715,1000
10716,1000
10717,1000
10718,1000
10719,1000
10720,1000
10721,1000
10722,1000
10723,1000
10724,1000
10725,1000
10726,1000
10726,0
10727,1000
10730,333.333
10731,1000
10733,500
10734,1000
10735,1000
10736,1000
10737,1000
10738,1000
10740,500
10741,1000
10742,1000
10744,500
10745,1000
10747,500
10749,500
10750,1000
10751,1000
10752,1000
10752,0
10753,1000
10754,1000
10755,1000
10756,1000
10757,1000
10758,1000
10758,0
10759,1000
10760,1000
10763,333.333
10764,1000
10765,1000
10766,1000
10767,1000
10768,1000
10768,0
10769,1000
10770,1000
10771,1000
10772,1000
10772,0
10773,1000
10774,1000
10775,1000
10776,1000
10777,1000
10780,333.333
10781,1000
10782,1000
10783,1000
10784,1000
10785,1000
10785,0
10786,1000
10787,1000
10788,1000
10789,1000
10790,1000
10791,1000
10792,1000
10793,1000
10794,1000
10797,333.333
10798,1000
10800,500
10801,1000
10802,1000
10803,1000
10804,1000
10805,1000
10806,1000
10807,1000
10808,1000
10809,1000
10810,1000
10811,1000
10814,333.333
10816,500
10817,1000
10818,1000
10819,1000
10820,1000
10821,1000
10822,1000
10823,1000
10824,1000
10825,1000
10826,1000
10827,1000
10831,250
10832,1000
10833,1000
10834,1000
10835,1000
10835,0
10836,1000
10837,1000
10838,1000
10839,1000
10840,1000
10841,1000
10841,0
10842,1000
10843,1000
10846,333.333
10847,1000
10848,1000
10849,1000
10850,1000
10851,1000
10852,1000
10853,1000
10854,1000
10855,1000
10856,1000
10856,0
10857,1000
10858,1000
10859,1000
10861,500
10864,333.333
10865,1000
10866,1000
10867,1000
10868,1000
10869,1000
10870,1000
10871,1000
10872,1000
10873,1000
10874,1000
10875,1000
10875,0
10876,1000
10877,1000
10879,500
10881,500
10882,1000
10883,1000
10884,1000
10884,0
10885,1000
10886,1000
10887,1000
10888,1000
10889,1000
10889,0
10890,1000
10891,1000
10892,1000
10894,500
10895,1000
10897,500
10898,1000
10899,1000
10900,1000
10901,1000
10901,0
10902,1000
10903,1000
10904,1000
10905,1000
10906,1000
10907,1000
10908,1000
10909,1000
10910,1000
10914,250
10915,1000
10917,500
10917,0
10918,1000
10920,500
10920,0
10921,1000
10922,1000
10923,1000
10924,1000
10925,1000
10925,0
10927,500
10927,0
10930,333.333
10931,1000
10932,1000
10934,500
10934,0
10935,1000
10936,1000
10937,1000
10938,1000
10939,1000
10940,1000
10941,1000
10942,1000
10943,1000
10945,500
10948,333.333
10950,500
10951,1000
10952,1000
10953,1000
10953,0
10954,1000
10955,1000
10956,1000
10956,0
10957,1000
10958,1000
10959,1000
10960,1000
10961,1000
10964,333.333
10965,1000
10966,1000
10967,1000
10969,500
10970,1000
10971,1000
10972,1000
10973,1000
10974,1000
10975,1000
10976,1000
10978,500
10980,500
10982,500
10983,1000
10984,1000
10985,1000
10986,1000
10987,1000
10988,1000
10989,1000
10990,1000
10990,0
10991,1000
10992,1000
10993,1000
10994,1000
10997,333.333
10999,500
11000,1000
11001,1000
11001,0
11002,1000
11003,1000
11004,1000
11005,1000
11006,1000
11007,1000
11007,0
11008,1000
11009,1000
11010,1000
11014,250
11015,1000
11016,1000
11017,1000
11018,1000
11019,1000
11020,1000
11021,1000
11021,0
11022,1000
11023,1000
11024,1000
11024,0
11025,1000
11026,1000
11027,1000
11031,250
11032,1000
11034,500
11035,1000
11036,1000
11037,1000
11038,1000
11039,1000
11039,0
11040,1000
11041,1000
11042,1000
11043,1000
11046,333.333
11047,1000
11048,1000
11049,1000
11050,1000
11050,0
11051,1000
11052,1000
11053,1000
11054,1000
11054,0
11055,1000
11056,1000
11057,1000
11057,0
11058,1000
11059,1000
11060,1000
11064,250
11065,1000
11067,500
11068,1000
11069,1000
11070,1000
11072,500
11073,1000
11073,0
11075,500
11075,0
11076,1000
11077,1000
11080,333.333
11082,500
11083,1000
11083,0
11084,1000
11085,1000
11086,1000
11087,1000
11087,0
11088,1000
11089,1000
11090,1000
11091,1000
11091,0
11092,1000
11093,1000
11094,1000
11098,250
11099,1000
11100,1000
11101,1000
11103,500
11104,1000
11105,1000
11106,1000
11107,1000
11108,1000
11109,1000
11110,1000
11112,500
11114,500
11116,500
11117,1000
11118,1000
11119,1000
11120,1000
11121,1000
11122,1000
11123,1000
11124,1000
11124,0
11125,1000
11126,1000
11127,1000
11128,1000
11130,500
11131,1000
11132,1000
11133,1000
11134,1000
11134,0
11135,1000
11136,1000
11137,1000
11137,0
11138,1000
11139,1000
11140,1000
11141,1000
11141,0
11142,1000
11143,1000
11145,500
11147,500
11149,500
11151,500
11152,1000
11153,1000
11154,1000
11155,1000
11156,1000
11157,1000
11158,1000
11159,1000
11161,500
11162,1000
11164,500
11165,1000
11167,500
11168,1000
11169,1000
11170,1000
11171,1000
11172,1000
11173,1000
11174,1000
11175,1000
11176,1000
11177,1000
11178,1000
11179,1000
11180,1000
11181,1000
11182,1000
11183,1000
11184,1000
11185,1000
11186,1000
11187,1000
11188,1000
11189,1000
11190,1000
11192,500
11193,1000
11194,1000
11197,333.333
11198,1000
11199,1000
11200,1000
11201,1000
11203,1000
11204,500
11205,1000
11206,1000
11207,1000
11208,1000
11209,1000
11210,1000
11213,333.333
11214,1000
11214,0
11215,1000
11216,1000
11217,1000
11218,1000
11219,1000
11221,500
11222,1000
11223,1000
11224,1000
11225,1000
11226,1000
11227,1000
11227,0
11230,333.333
11232,500
11233,1000
11233,0
11234,1000
11235,1000
11236,1000
11237,1000
11238,1000
11239,1000
11240,1000
11241,1000
11242,1000
11242,0
11243,1000
11246,333.333
11247,1000
11248,1000
11249,1000
11250,1000
11251,1000
11252,1000
11254,500
11254,0
11255,1000
11256,1000
11257,1000
11258,1000
11258,0
11259,1000
11261,500
11264,333.333
11265,1000
11267,500
11268,1000
11269,1000
11270,1000
11271,1000
11272,1000
11273,1000
11273,0
11274,1000
11275,1000
11276,1000
11277,1000
11278,1000
11280,500
11281,1000
11282,1000
11283,1000
11284,1000
11285,1000
11286,1000
11286,0
11287,1000
11288,1000
11289,1000
11290,1000
11290,0
11291,1000
11292,1000
11293,1000
11294,1000
11297,333.333
11298,1000
11300,500
11301,1000
11302,1000
11303,1000
11303,0
11304,1000
11305,1000
11306,1000
11307,1000
11308,1000
11309,1000
11311,500
11312,1000
11314,500
11316,500
11317,1000
11317,0
11318,1000
11319,1000
11320,1000
11321,1000
11322,1000
11322,0
11323,1000
11324,1000
11325,1000
11326,1000
11327,1000
11330,333.333
11331,1000
11332,1000
11333,1000
11334,1000
11335,1000
11336,1000
11337,1000
11338,1000
11339,1000
11340,1000
11341,1000
11341,0
11343,500
11344,1000
11345,1000
11347,500
11349,500
11350,1000
11351,1000
11352,1000
11353,1000
11354,1000
11355,1000
11356,1000
11356,0
11357,1000
11358,1000
11359,1000
11360,1000
11361,1000
11364,333.333
11365,1000
11366,1000
11367,1000
11368,1000
11369,1000
11370,1000
11371,1000
11372,1000
11373,1000
11373,0
11374,1000
11375,1000
11376,1000
11377,1000
11380,333.333
11381,1000
11382,1000
11383,1000
11384,1000
11385,1000
11386,1000
11387,1000
11388,1000
11388,0
11389,1000
11390,1000
11391,1000
11392,1000
11393,1000
11394,1000
11396,500
11398,500
11399,1000
11400,1000
11401,1000
11402,1000
11403,1000
11404,1000
11405,1000
11406,1000
11406,0
11407,1000
11408,1000
11409,1000
11411,500
11412,1000
11414,500
11415,1000
11416,1000
11417,1000
11418,1000
11419,1000
11420,1000
11421,1000
11421,0
11422,1000
11423,1000
11423,0
11424,1000
11425,1000
11426,1000
11427,1000
11428,1000
11430,500
11431,1000
11432,1000
11433,1000
11434,1000
11435,1000
11436,1000
11437,1000
11438,1000
11439,1000
11440,1000
11441,1000
11442,1000
11444,500
11445,1000
11449,250
11450,1000
11451,1000
11453,500
11454,1000
11455,1000
11456,1000
11457,1000
11458,1000
11460,500
11461,1000
11462,1000
11463,1000
11465,500
11466,1000
11467,1000
11468,1000
11470,500
11471,1000
11472,1000
11473,1000
11474,1000
11475,1000
11476,1000
11477,1000
11478,1000
11480,500
11481,1000
11482,1000
11483,1000
11484,1000
11485,1000
11486,1000
11488,500
11489,1000
11490,1000
11491,1000
11492,1000
11493,1000
11494,1000
11495,1000
11497,500
11498,1000
11499,1000
11500,1000
11501,1000
11502,1000
11503,1000
11505,500
11506,1000
11506,0
11507,1000
11508,1000
11509,1000
11510,1000
11511,1000
11514,333.333
11515,1000
11516,1000
11518,500
11519,1000
11520,1000
11521,1000
11522,1000
11523,1000
11524,1000
11525,1000
11525,0
11527,500
11527,0
11531,250
11532,1000
11533,1000
11534,1000
11535,1000
11536,1000
11537,1000
11538,1000
11539,1000
11540,1000
11541,1000
11542,1000
11543,1000
11544,1000
11545,1000
11547,500
11548,1000
11549,1000
11550,1000
11551,1000
11552,1000
11554,500
11555,1000
11556,1000
11557,1000
11558,1000
11559,1000
11560,1000
11561,1000
11563,500
11564,1000
11565,1000
11566,1000
11566,0
11567,1000
11568,1000
11569,1000
11570,1000
11571,1000
11572,1000
11573,1000
11574,1000
11575,1000
11576,1000
11577,1000
11579,500
11580,1000
11582,500
11583,1000
11584,1000
11585,1000
11586,1000
11587,1000
11588,1000
11589,1000
11589,0
11590,1000
11591,1000
11592,1000
11594,500
11595,1000
11597,500
11598,1000
11599,1000
11600,1000
11601,1000
11602,1000
11603,1000
11605,500
11606,1000
11607,1000
11607,0
11608,1000
11609,1000
11610,1000
11611,1000
11613,500
11615,500
11616,1000
11617,1000
11618,1000
11620,500
11621,1000
11622,1000
11623,1000
11624,1000
11625,1000
11625,0
11626,1000
11627,1000
11630,333.333
11631,1000
11632,1000
11633,1000
11634,1000
11635,1000
11636,1000
11637,1000
11638,1000
11639,1000
11640,1000
11640,0
11641,1000
11642,1000
11643,1000
11644,1000
11647,333.333
11648,1000
11649,1000
11650,1000
11651,1000
11652,1000
11653,1000
11654,1000
11655,1000
11656,1000
11657,1000
11658,1000
11660,500
11661,1000
11664,333.333
11666,500
11667,1000
11668,1000
11669,1000
11670,1000
11671,1000
11672,1000
11673,1000
11674,1000
11675,1000
11676,1000
11677,1000
11679,500
11681,500
11682,1000
11683,1000
11684,1000
11685,1000
11686,1000
11687,1000
11688,1000
11689,1000
11690,1000
11691,1000
11693,500
11695,500
11696,1000
11699,333.333
11700,1000
11701,1000
11702,1000
11704,500
11704,0
11705,1000
11706,1000
11707,1000
11708,1000
11709,1000
11711,500
11712,1000
11716,250
11717,1000
11718,1000
11719,1000
11720,1000
11721,1000
11722,1000
11722,0
11723,1000
11724,1000
11725,1000
11726,1000
11728,500
11729,1000
11730,1000
11731,1000
11733,500
11733,0
11734,1000
11735,1000
11736,1000
11737,1000
11738,1000
11739,1000
11740,1000
11741,1000
11742,1000
11743,1000
11745,500
11748,333.333
11749,1000
11750,1000
11751,1000
11752,1000
11753,1000
11754,1000
11755,1000
11756,1000
11757,1000
11758,1000
11759,1000
11760,1000
11761,1000
11763,500
11764,1000
11766,500
11767,1000
11768,1000
11769,1000
11769,0
11770,1000
11771,1000
11772,1000
11773,1000
11774,1000
11775,1000
11776,1000
11776,0
11777,1000
11780,333.333
11782,500
11783,1000
11785,500
11786,1000
11786,0
11787,1000
11789,500
11790,1000
11791,1000
11792,1000
11792,0
11794,500
11795,1000
11798,333.333
11799,1000
11800,1000
11801,1000
11802,1000
11803,1000
11804,1000
11805,1000
11806,1000
11807,1000
11808,1000
11809,1000
11809,0
11810,1000
11811,1000
11815,250
11816,1000
11817,1000
11818,1000
11819,1000
11820,1000
11821,1000
11822,1000
11823,1000
11823,0
11824,1000
11825,1000
11826,1000
11827,1000
11828,1000
11832,250
11833,1000
11834,1000
11835,1000
11836,1000
11837,1000
11838,1000
11839,1000
11840,1000
11841,1000
11841,0
11842,1000
11843,1000
11844,1000
11846,500
11848,500
11849,1000
11850,1000
11850,0
11851,1000
11852,1000
11853,1000
11854,1000
11855,1000
11856,1000
11857,1000
11858,1000
11859,1000
11860,1000
11861,1000
11865,250
11867,500
11868,1000
11869,1000
11870,1000
11871,1000
11872,1000
11873,1000
11874,1000
11875,1000
11876,1000
11876,0
11878,500
11878,0
11881,333.333
11882,1000
11884,500
11884,0
11885,1000
11886,1000
11887,1000
11888,1000
11888,0
11889,1000
11890,1000
11891,1000
11891,0
11892,1000
11893,1000
11894,1000
11896,500
11899,333.333
11900,1000
11901,1000
11902,1000
11903,1000
11904,1000
11905,1000
11906,1000
11907,1000
11908,1000
11908,0
11909,1000
11910,1000
11911,1000
11913,500
11915,500
11916,1000
11917,1000
11918,1000
11919,1000
11920,1000
11921,1000
11921,0
11922,1000
11923,1000
11924,1000
11925,1000
11926,1000
11927,1000
11928,1000
11930,500
11931,1000
11933,500
11934,1000
11935,1000
11936,1000
11937,1000
11937,0
11938,1000
11940,500
11941,1000
11942,1000
11943,1000
11944,1000
11946,500
11951,200
11952,1000
11953,1000
11954,1000
11955,1000
11956,1000
11957,1000
11958,1000
11959,1000
11960,1000
11961,1000
11964,333.333
11965,1000
11966,1000
11967,1000
11968,1000
11969,1000
11970,1000
11972,500
11973,1000
11974,1000
11975,1000
11976,1000
11977,1000
11978,1000
11980,500
11981,1000
11982,1000
11983,1000
11984,1000
11985,1000
11986,1000
11987,1000
11988,1000
11989,1000
11990,1000
11991,1000
11992,1000
11993,1000
11994,1000
11994,0
11997,333.333
11998,1000
11999,1000
12000,1000
12001,1000
12002,1000
12003,1000
12005,500
12006,1000
12007,1000
12008,1000
12009,1000
12010,1000
12011,1000
12014,333.333
12016,500
12017,1000
12018,1000
12020,500
12021,1000
12022,1000
12024,500
12025,1000
12026,1000
12027,1000
12028,1000
12031,333.333
12032,1000
12033,1000
12034,1000
12036,500
12037,1000
12039,500
12040,1000
12041,1000
12042,1000
12044,500
12045,1000
12047,500
12048,1000
12049,1000
12050,1000
12051,1000
12052,1000
12053,1000
12055,500
12056,1000
12057,1000
12058,1000
12060,500
12061,1000
12062,1000
12064,500
12065,1000
12066,1000
12068,500
12069,1000
12071,500
12072,1000
12073,1000
12074,1000
12076,500
12077,1000
12079,500
12081,500
12082,1000
12083,1000
12084,1000
12085,1000
12086,1000
12087,1000
12089,500
12090,1000
12091,1000
12092,1000
12093,1000
12094,1000
12095,1000
12098,333.333
12099,1000
12100,1000
12101,1000
12102,1000
12103,1000
12104,1000
12105,1000
12106,1000
12107,1000
12108,1000
12109,1000
12110,1000
12111,1000
12115,250
12116,1000
12117,1000
12118,1000
12119,1000
12120,1000
12121,1000
12122,1000
12123,1000
12123,0
12124,1000
12125,1000
12126,1000
12127,1000
12128,1000
12128,0
12131,333.333
12131,0
12132,1000
12133,1000
12134,1000
12135,1000
12136,1000
12138,500
12139,1000
12140,1000
12141,1000
12142,1000
12143,1000
12144,1000
12145,1000
12148,333.333
12150,500
12151,1000
12152,1000
12153,1000
12154,1000
12155,1000
12156,1000
12156,0
12157,1000
12158,1000
12159,1000
12161,500
12162,1000
12165,333.333
12166,1000
12167,1000
12168,1000
12169,1000
12170,1000
12171,1000
12172,1000
12172,0
12173,1000
12174,1000
12175,1000
12176,1000
12178,500
12179,1000
12181,500
12183,500
12184,1000
12185,1000
12186,1000
12187,1000
12188,1000
12188,0
12189,1000
12190,1000
12192,500
12193,1000
12194,1000
12196,500
12199,333.333
12200,1000
12201,1000
12202,1000
12202,0
12204,500
12204,0
12205,1000
12206,1000
12207,1000
12208,1000
12209,1000
12210,1000
12211,1000
12212,1000
12215,333.333
12217,500
12219,500
12219,0
12220,1000
12221,1000
12222,1000
12223,1000
12224,1000
12225,1000
12226,1000
12227,1000
12228,1000
12232,250
12233,1000
12234,1000
12235,1000
12236,1000
12237,1000
12238,1000
12239,1000
12240,1000
12241,1000
12242,1000
12242,0
12243,1000
12244,1000
12245,1000
12248,333.333
12249,1000
12250,1000
12251,1000
12252,1000
12252,0
12253,1000
12254,1000
12255,1000
12255,0
12256,1000
12257,1000
12257,0
12258,1000
12259,1000
12260,1000
12261,1000
12262,1000
12265,333.333
12267,500
12269,500
12270,1000
12271,1000
12272,1000
12273,1000
12274,1000
12275,1000
12276,1000
12277,1000
12278,1000
12279,1000
12281,500
12282,1000
12283,1000
12284,1000
12285,1000
12286,1000
12287,1000
12288,1000
12289,1000
12290,1000
12290,0
12291,1000
12292,1000
12293,1000
12293,0
12295,500
12296,1000
12298,500
12299,1000
12300,1000
12301,1000
12302,1000
12303,1000
12304,1000
12305,1000
12306,1000
12307,1000
12308,1000
12309,1000
12310,1000
12311,1000
12312,1000
12315,333.333
12317,500
12318,1000
12319,1000
12320,1000
12321,1000
12321,0
12322,1000
12323,1000
12324,1000
12325,1000
12326,1000
12327,1000
12328,1000
12331,333.333
12333,500
12334,1000
12335,1000
12335,0
12336,1000
12337,1000
12338,1000
12339,1000
12340,1000
12341,1000
12342,1000
12343,1000
12344,1000
12345,1000
12348,333.333
12349,1000
12350,1000
12351,1000
12352,1000
12353,1000
12354,1000
12355,1000
12356,1000
12357,1000
12358,1000
12358,0
12359,1000
12360,1000
12361,1000
12364,333.333
12365,1000
12366,1000
12367,1000
12368,1000
12369,1000
12370,1000
12371,1000
12372,1000
12373,1000
12374,1000
12375,1000
12376,1000
12377,1000
12378,1000
12379,1000
12381,500
12382,1000
12384,500
12385,1000
12386,1000
12386,0
12387,1000
12388,1000
12389,1000
12390,1000
12391,1000
12392,1000
12393,1000
12394,1000
12395,1000
12398,333.333
12399,1000
12400,1000
12401,1000
12402,1000
12403,1000
12404,1000
12405,1000
12405,0
12406,1000
12407,1000
12408,1000
12409,1000
12410,1000
12411,1000
12412,1000
12414,500
12415,1000
12417,500
12418,1000
12419,1000
12420,1000
12421,1000
12422,1000
12423,1000
12424,1000
12424,0
12425,1000
12426,1000
12427,1000
12428,1000
12429,1000
12432,333.333
12433,1000
12434,1000
12435,1000
12436,1000
12437,1000
12438,1000
12439,1000
12440,1000
12441,1000
12442,1000
12443,1000
12444,1000
12445,1000
12448,333.333
12450,500
12451,1000
12452,1000
12453,1000
12454,1000
12454,0
12455,1000
12456,1000
12457,1000
12458,1000
12459,1000
12460,1000
12462,500
12463,1000
12466,333.333
12467,1000
12469,500
12470,1000
12471,1000
12472,1000
12473,1000
12473,0
12474,1000
12475,1000
12476,1000
12477,1000
12478,1000
12479,1000
12482,333.333
12483,1000
12484,1000
12485,1000
12486,1000
12486,0
12487,1000
12488,1000
12489,1000
12490,1000
12490,0
12491,1000
12492,1000
12493,1000
12493,0
12494,1000
12496,500
12498,500
12499,1000
12501,500
12502,1000
12503,1000
12504,1000
12505,1000
12506,1000
12506,0
12507,1000
12508,1000
12509,1000
12510,1000
12511,1000
12512,1000
12515,333.333
12516,1000
12517,1000
12518,1000
12519,1000
12520,1000
12521,1000
12522,1000
12524,500
12524,0
12525,1000
12526,1000
12527,1000
12528,1000
12532,250
12533,1000
12534,1000
12535,1000
12536,1000
12537,1000
12538,1000
12540,500
12541,1000
12542,1000
12543,0
12544,500
12545,1000
12546,1000
12549,333.333
12550,1000
12552,500
12553,1000
12554,1000
12555,1000
12556,1000
12557,1000
12558,1000
12560,500
12562,500
12563,1000
12564,1000
12565,1000
12566,1000
12567,1000
12568,1000
12569,1000
12570,1000
12571,1000
12572,1000
12573,1000
12574,1000
12575,1000
12576,1000
12578,500
12579,1000
12581,500
12582,1000
12583,1000
12584,1000
12585,1000
12586,1000
12587,1000
12588,1000
12589,1000
12590,1000
12591,1000
12592,1000
12594,500
12595,1000
12596,1000
12597,1000
12598,1000
12599,1000
12600,1000
12601,1000
12602,1000
12603,1000
12604,1000
12605,1000
12607,500
12608,1000
12609,1000
12610,1000
12611,1000
12611,0
12612,1000
12615,333.333
12616,1000
12617,1000
12618,1000
12619,1000
12620,1000
12621,1000
12622,1000
12623,1000
12624,1000
12625,1000
12626,1000
12627,1000
12628,1000
12629,1000
12632,333.333
12634,500
12635,1000
12636,1000
12637,1000
12637,0
12638,1000
12639,1000
12640,1000
12641,1000
12642,1000
12643,1000
12644,1000
12645,1000
12648,333.333
12650,500
12651,1000
12652,1000
12653,1000
12654,1000
12655,1000
12656,1000
12657,1000
12658,1000
12659,1000
12660,1000
12661,1000
12662,1000
12664,500
12666,500
12667,1000
12669,500
12669,0
12670,1000
12671,1000
12672,1000
12673,1000
12674,1000
12675,1000
12676,1000
12677,1000
12678,1000
12679,1000
12682,333.333
12683,1000
12684,1000
12684,0
12685,1000
12686,1000
12687,1000
12688,1000
12689,1000
12690,1000
12691,1000
12692,1000
12693,1000
12694,1000
12695,1000
12697,500
12698,1000
12699,1000
12700,1000
12701,1000
12702,1000
12703,1000
12704,1000
12705,1000
12706,1000
12707,1000
12708,1000
12709,1000
12710,1000
12710,0
12712,500
12713,1000
12716,333.333
12717,1000
12718,1000
12719,1000
12721,500
12722,1000
12724,500
12725,1000
12726,1000
12727,1000
12728,1000
12729,1000
12731,500
12733,500
12734,1000
12735,1000
12736,1000
12737,1000
12738,1000
12739,1000
12740,1000
12740,0
12741,1000
12742,1000
12743,1000
12744,1000
12746,500
12749,333.333
12750,1000
12751,1000
12752,1000
12753,1000
12754,1000
12755,1000
12756,1000
12757,1000
12757,0
12758,1000
12759,1000
12760,1000
12762,500
12763,1000
12765,500
12766,1000
12767,1000
12768,1000
12769,1000
12770,1000
12771,1000
12772,1000
12773,1000
12774,1000
12774,0
12775,1000
12776,1000
12777,1000
12778,1000
12779,1000
12782,333.333
12783,1000
12784,1000
12785,1000
12786,1000
12787,1000
12788,1000
12789,1000
12790,1000
12791,1000
12791,0
12792,1000
12793,1000
12795,500
12796,1000
12799,333.333
12800,1000
12801,1000
12803,500
12804,1000
12805,1000
12805,0
12806,1000
12807,1000
12808,1000
12809,1000
12810,1000
12811,1000
12812,1000
12813,1000
12815,500
12816,1000
12818,500
12819,1000
12820,1000
12821,1000
12822,1000
12823,1000
12823,0
12824,1000
12825,1000
12826,1000
12827,1000
12828,1000
12829,1000
12831,500
12832,1000
12834,500
12835,1000
12836,1000
12837,1000
12838,1000
12839,1000
12839,0
12840,1000
12841,1000
12842,1000
12843,1000
12844,1000
12845,1000
12848,333.333
12849,1000
12851,500
12852,1000
12853,1000
12854,1000
12854,0
12855,1000
12856,1000
12857,1000
12858,1000
12859,1000
12859,0
12860,1000
12861,1000
12862,1000
12865,333.333
12866,1000
12868,500
12869,1000
12870,1000
12871,1000
12872,1000
12873,1000
12874,1000
12875,1000
12877,500
12878,1000
12879,1000
12882,333.333
12883,1000
